<<<<<<< HEAD
   3.6151192114984783        3.2660463022320774     
  0.98060271697975143        2.2160387076250601     
  0.46379290236711823        1.7977792873579301     
 -0.13474016129015495      -0.83602177646100717     
  0.49577109980338518        1.8938576123620638     
  0.77732347390633283       0.56433190993859794     
  -1.1479877553949718      -0.36357882586381257     
  -1.0379298429716235       -1.4293110648632004     
 -0.55140674276364954       -1.4564328931685306     
   2.1969944582422984      -0.60056350135784908     
   1.1675406760299736       -2.2165719068117933     
  -1.3437102622113080        2.4742385556910786     
  -8.5114465603464955E-003  -1.5352227114684902     
  -1.6339022773895693      -0.97716650500828839     
  0.73597292621210375       -1.3421909084541892     
  -1.7644584186771268        1.3689404473504985     
  -1.2538268005594873       -2.1539785539273888     
  0.16998503582311064      -0.50619993491869864     
  -1.8934165059508905E-003   2.1140612516681658     
  0.97147099145638383       -2.6263161064628808     
  0.24435380580604008       -1.0165950318568586     
  -7.0650978723855645E-002   1.9337208369335488     
  -1.4253712019328331        1.9464082309277648     
 -0.84686809482685643       -1.5427603430600210     
  -1.4055815449535487      -0.10271041823527395     
   1.2401142221781918E-002 -0.11733741176830739     
 -0.35829940863101950       -2.3142027379729995     
 -0.26007052212770315      -0.94666677815636480     
   2.8167266064592845E-002 -0.40376897989541477     
   2.2430491326655613      -0.58013939823167349     
  0.55722539751950717       -1.4905945211353477     
  0.12890451341499434      -0.75323167341681796     
  0.85682588771387158        1.1010276421221408     
  -1.7984245726662154        1.4744874028719490     
   2.3126227065048583       -2.2519399123139596     
   3.5630499503913251        3.2650449949378088E-002
   1.7266440480021865        1.0848690562052530     
 -0.28225815888596373       0.97045604622280668     
   1.4229827410331413      -0.13070607294515169     
 -0.22906098179492732       0.75108320015191876     
  0.82228948949910929       -4.9889444402053021E-002
  -1.9094542636154710        1.1264562548610648     
  -1.6029922979209590E-002   1.4549844974703392     
   1.0871043973546710        2.7995229272894160     
  -1.1014263971859211        1.6081616845570510     
   1.3881993918282007       -1.8698436337561577     
  -1.1808241318853305       -1.9777138110921160     
  -1.4288051302524336       -1.9278967392940722     
  0.57743144937459490       0.92714135257220898     
  0.90266014380323090      -0.32167546622536208     
  -3.8313217079942734       -2.7782837544743852     
   1.6980964324431806E-002 -0.61823138863443217     
   1.8997706554911482       -1.8420733854042606     
   3.0962603738256971       0.52708046711786849     
  -1.0719337073320481        2.0002885088746010     
   1.5007818945092524       -2.2612397683854124     
  -1.2439894276528116        1.3144826461031605     
  -1.3820127408552951       0.36912638723649810     
   1.3122631245073091       0.47254149137782053     
   2.1731225247584316      -0.98265968367298273     
  -1.6869600415795847       0.87075520417870655     
  0.49562522923282287      -0.57228137086123521     
  -1.5892570269197173       -1.2154534804578463     
   2.2025206357793508       -1.7456036609649008     
   1.9738433813080989       -1.9378415689304802     
  0.87770947856802606        1.9160467688084175     
  0.21613330395435476      -0.68409881612959889     
 -0.16950980495770129      -0.47940006971739119     
  -1.3530377719902302      -0.62413889493699914     
  -2.9220274646599192E-002 -0.84743206066059296     
  0.97666436079506969      -0.15198256650683353     
  0.40420738387771687       0.90962470861923017     
 -0.68300941765251788       0.13105537319252594     
 -0.63109686179662827      -0.27410913940024478     
  -1.0017531577277705       0.58476680901403777     
   1.3328242433292219      -0.84714060923759815     
 -0.41590995576356038       -2.2840436448942047     
  0.39204316838085768       -2.4168494186743539     
   1.5056069336647575       -3.7064488376630487     
  0.41463637264567449      -0.41000170292352034     
  0.19287176146213086        1.1252868358843262     
   2.1156713972194499E-002   1.3949357855558890     
   1.6279918630465269      -0.21664205111247770     
 -0.41328005317707933       -3.0611530205991526     
 -0.89402303844536901        2.0414417209183640     
  0.63333001682709000       -1.8100470474869568     
  -1.0717894576176543        6.3063050962907374E-002
  -1.1875528469490513       0.61633914949190838     
   1.2082710265841159      -0.81383465728856264     
  -1.1010349484643527       0.62238545560308778     
  -1.3937538324828744      -0.22705176269011809     
  -1.0535281099754485      -0.13381876362032080     
   1.6801924107730253       0.23698837332040693     
 -0.86499557503359337       -2.3248295186814585     
  0.86185455891591289       -1.0316291707462948     
   3.9181464857335451       -1.3296664791734469     
   1.4480942918704358        1.0212671312803054     
   2.3000064897535561       -2.4174840319594484     
  -5.3650383135910706       -1.4686708707777212     
  0.23772401141246985      -0.79671483135949395     
 -0.73191813644572079       0.99709036504099013     
  0.36980403335582057       0.62364884386653252     
  0.14599414012026293        1.1921698470918569     
  0.42706951052707642      -0.69464962972447397     
  -1.5841055163701834       0.23821568166684343     
   1.5467301319750848      -0.58535839365804188     
 -0.89084275343250174       0.95093378966006004     
 -0.82978051481455850       0.44300931048558834     
 -0.47126954137947952      -0.29724505095512038     
   1.3680171014391267      -0.50665236359326049     
 -0.56950671796092844       -1.9627054964438688     
   2.2776726512069421       0.47652981470805073     
   2.9813349068165640      -0.19538788070360949     
   1.0643826546033903       0.59135937305967623     
  -1.2174058977016027      -0.14008210457313697     
  -1.4824685117149705        1.0346890083929878     
  0.42331662369197925      -0.90497982640205432     
 -0.23761726684045154       0.28203025738787224     
  -2.0083335282905916       0.35307972851748448     
  0.31417288068442800       -5.2264430790862432E-002
  -1.5244771388745004        1.9178884571849042     
  -2.2878492682534461       -2.1964148574296121     
   1.0873357974332480       0.55541160744676876     
 -0.99770040643698343       -1.7708485420588478     
  -1.3350511041713646        3.4138865834794287E-002
   1.2319762543228232      -0.60430328285961088     
   1.4746239750098231       0.69559986534478779     
   1.1153370941435095       -1.7789773205127279     
  0.78055621310565770        3.1456328888688989     
  -1.6848736983159502       -1.0000574901559116     
 -0.61971986230650633        2.6508645535778128     
